--- Quran Word Frequency Analysis ---
Source: d:\Corporate Identity\Branding Assets\quran\quran_universal.parquet
Total Words Count: 82,456
Unique Words Count: 15,776

Top Frequent Words:
Rank   | Word                 | Count      | Frequency 
4226   | تسؤهم                | 2          | 0.0024%
4227   | همت                  | 2          | 0.0024%
4228   | طائفتان              | 2          | 0.0024%
4229   | ءالفۢ                | 2          | 0.0024%
4230   | منزلين               | 2          | 0.0024%
4231   | جعله                 | 2          | 0.0024%
4232   | ولتطمئن              | 2          | 0.0024%
4233   | ليقطع                | 2          | 0.0024%
4234   | وجنه                 | 2          | 0.0024%
4235   | عرضها                | 2          | 0.0024%
4236   | فاستغفروا۟           | 2          | 0.0024%
4237   | الذنوب               | 2          | 0.0024%
4238   | وجنتۭ                | 2          | 0.0024%
4239   | فسيروا۟              | 2          | 0.0024%
4240   | الاعلون              | 2          | 0.0024%
4241   | قرحۭ                 | 2          | 0.0024%
4242   | الايام               | 2          | 0.0024%
4243   | ويتخذ                | 2          | 0.0024%
4244   | وليمحص               | 2          | 0.0024%
4245   | تمنون                | 2          | 0.0024%
4246   | محمد                 | 2          | 0.0024%
4247   | افاي۟ن               | 2          | 0.0024%
4248   | مات                  | 2          | 0.0024%
4249   | انقلبتم              | 2          | 0.0024%
4250   | لنفس                 | 2          | 0.0024%
4251   | تموت                 | 2          | 0.0024%
4252   | نبيۢ                 | 2          | 0.0024%
4253   | استكانوا۟            | 2          | 0.0024%
4254   | فتنقلبوا۟            | 2          | 0.0024%
4255   | سنلقي                | 2          | 0.0024%
4256   | امنهۭ                | 2          | 0.0024%
4257   | قتلنا                | 2          | 0.0024%
4258   | حسرهۭ                | 2          | 0.0024%
4259   | لالي                 | 2          | 0.0024%
4260   | فاعف                 | 2          | 0.0024%
4261   | فتوكل                | 2          | 0.0024%
4262   | لنبي                 | 2          | 0.0024%
4263   | غل                   | 2          | 0.0024%
4264   | باء                  | 2          | 0.0024%
4265   | درجت                 | 2          | 0.0024%
4266   | اصبتكم               | 2          | 0.0024%
4267   | فباذن                | 2          | 0.0024%
4268   | نافقوا۟              | 2          | 0.0024%
4269   | يرزقون               | 2          | 0.0024%
4270   | يلحقوا۟              | 2          | 0.0024%
4271   | بنعمهۢ               | 2          | 0.0024%
4272   | سوءۭ                 | 2          | 0.0024%
4273   | يخوف                 | 2          | 0.0024%
4274   | اولياءهۥ             | 2          | 0.0024%
4275   | نملي                 | 2          | 0.0024%
4276   | ليزدادوا۟            | 2          | 0.0024%
4277   | يجتبي                | 2          | 0.0024%
4278   | بخلوا۟               | 2          | 0.0024%
4279   | ميرث                 | 2          | 0.0024%
4280   | سمع                  | 2          | 0.0024%
4281   | فقيرۭ                | 2          | 0.0024%
4282   | سنكتب                | 2          | 0.0024%
4283   | وقتلهم               | 2          | 0.0024%
4284   | ونقول                | 2          | 0.0024%
4285   | ياتينا               | 2          | 0.0024%
4286   | والزبر               | 2          | 0.0024%
4287   | المنير               | 2          | 0.0024%
4288   | اجوركم               | 2          | 0.0024%
4289   | فاز                  | 2          | 0.0024%
4290   | يفرحون               | 2          | 0.0024%
4291   | وقعودۭا              | 2          | 0.0024%
4292   | جنوبهم               | 2          | 0.0024%
4293   | بطلۭا                | 2          | 0.0024%
4294   | انصارۢ               | 2          | 0.0024%
4295   | فامنا                | 2          | 0.0024%
4296   | وكفر                 | 2          | 0.0024%
4297   | وتوفنا               | 2          | 0.0024%
4298   | عملۢ                 | 2          | 0.0024%
4299   | واوذوا۟              | 2          | 0.0024%
4300   | لاكفرن               | 2          | 0.0024%
4301   | ولادخلنهم            | 2          | 0.0024%
4302   | الثواب               | 2          | 0.0024%
4303   | رقيبۭا               | 2          | 0.0024%
4304   | وثلث                 | 2          | 0.0024%
4305   | وربع                 | 2          | 0.0024%
4306   | بلغوا۟               | 2          | 0.0024%
4307   | فقيرۭا               | 2          | 0.0024%
4308   | للرجال               | 2          | 0.0024%
4309   | وللنساء              | 2          | 0.0024%
4310   | مفروضۭا              | 2          | 0.0024%
4311   | تركوا۟               | 2          | 0.0024%
4312   | وليقولوا۟            | 2          | 0.0024%
4313   | نساءۭ                | 2          | 0.0024%
4314   | فلهن                 | 2          | 0.0024%
4315   | ابواه                | 2          | 0.0024%
4316   | فلامه                | 2          | 0.0024%
4317   | الثلث                | 2          | 0.0024%
4318   | يوصي                 | 2          | 0.0024%
4319   | وابناؤكم             | 2          | 0.0024%
4320   | الربع                | 2          | 0.0024%
4321   | تركن                 | 2          | 0.0024%
4322   | دينۢ                 | 2          | 0.0024%
4323   | تركتم                | 2          | 0.0024%
4324   | امراهۭ               | 2          | 0.0024%
4325   | اختۭ                 | 2          | 0.0024%
4326   | شهدوا۟               | 2          | 0.0024%
4327   | توابۭا               | 2          | 0.0024%
4328   | وءاتيتم              | 2          | 0.0024%
4329   | واخوتكم              | 2          | 0.0024%
4330   | محصنين               | 2          | 0.0024%
4331   | مسفحين               | 2          | 0.0024%
4332   | يستطع                | 2          | 0.0024%
4333   | ينكح                 | 2          | 0.0024%
4334   | فتيتكم               | 2          | 0.0024%
4335   | اخدانۢ               | 2          | 0.0024%
4336   | ويهديكم              | 2          | 0.0024%
4337   | تميلوا۟              | 2          | 0.0024%
4338   | ضعيفۭا               | 2          | 0.0024%
4339   | نكفر                 | 2          | 0.0024%
4340   | اكتسبوا۟             | 2          | 0.0024%
4341   | وسلوا۟               | 2          | 0.0024%
4342   | للغيب                | 2          | 0.0024%
4343   | المضاجع              | 2          | 0.0024%
4344   | عليۭا                | 2          | 0.0024%
4345   | فابعثوا۟             | 2          | 0.0024%
4346   | والجار               | 2          | 0.0024%
4347   | بالبخل               | 2          | 0.0024%
4348   | باليوم               | 2          | 0.0024%
4349   | قرينۭا               | 2          | 0.0024%
4350   | ويؤت                 | 2          | 0.0024%
4351   | لدنه                 | 2          | 0.0024%
4352   | وعصوا۟               | 2          | 0.0024%
4353   | سكري                 | 2          | 0.0024%
4354   | سفر                  | 2          | 0.0024%
4355   | الغائط               | 2          | 0.0024%
4356   | لمستم                | 2          | 0.0024%
4357   | فتيمموا۟             | 2          | 0.0024%
4358   | فامسحوا۟             | 2          | 0.0024%
4359   | بوجوهكم              | 2          | 0.0024%
4360   | عفوا                 | 2          | 0.0024%
4361   | تضلوا۟               | 2          | 0.0024%
4362   | بالسنتهم             | 2          | 0.0024%
4363   | مفعولا               | 2          | 0.0024%
4364   | فتيلا                | 2          | 0.0024%
4365   | مبينا                | 2          | 0.0024%
4366   | بجهنم                | 2          | 0.0024%
4367   | جلودهم               | 2          | 0.0024%
4368   | سندخلهم              | 2          | 0.0024%
4369   | لوجدوا۟              | 2          | 0.0024%
4370   | حرجۭا                | 2          | 0.0024%
4371   | لءاتينهم             | 2          | 0.0024%
4372   | والصلحين             | 2          | 0.0024%
4373   | حذركم                | 2          | 0.0024%
4374   | فضلۭ                 | 2          | 0.0024%
4375   | نؤتيه                | 2          | 0.0024%
